Simulation #,Avg Queue Length A,Avg Fuel Wait A,Avg Queue Length B,Avg Fuel Wait B,Clerk Utilization,Pump B Max Queue,Avg Invoice Wait,Pump A Max Queue,Pump B Utilization,Avg Stay Time B,Avg Stay Time A,Avg Invoice Queue Length,Final Queue B,Final Queue A,Final Invoice Queue,Pump A Utilization
22,18.94,83.98,0.50,8.16,19.15,6.00,0.76,39.00,42.15,10.43,89.04,0.16,0.00,26.00,0.00,97.48
23,6.21,25.71,0.26,5.84,21.28,5.00,0.75,20.00,36.70,9.45,30.26,0.14,1.00,4.00,0.00,90.71
24,7.24,37.10,0.29,5.77,20.30,6.00,0.38,24.00,36.91,8.06,36.97,0.07,0.00,3.00,0.00,88.09
25,9.57,38.25,0.19,5.02,18.46,3.00,0.46,28.00,34.28,7.50,41.60,0.09,0.00,0.00,0.00,92.82
26,14.43,56.37,0.30,5.03,22.73,4.00,0.95,29.00,42.12,9.13,58.17,0.23,0.00,12.00,0.00,94.64
27,7.74,34.69,0.25,5.49,18.01,4.00,0.40,26.00,37.08,8.13,38.66,0.11,0.00,2.00,0.00,93.20
28,11.85,46.24,0.36,5.84,21.79,5.00,0.52,33.00,41.48,9.60,54.00,0.09,0.00,5.00,1.00,95.78
29,7.31,28.70,0.29,4.77,21.99,4.00,0.61,29.00,42.93,7.70,31.57,0.11,0.00,28.00,0.00,91.12
30,10.89,50.41,0.52,10.46,17.67,7.00,0.39,31.00,40.78,11.08,43.70,0.07,0.00,0.00,0.00,84.83
31,8.68,39.68,0.42,6.76,22.58,5.00,0.63,23.00,49.47,11.12,41.96,0.11,0.00,7.00,0.00,95.65
32,5.12,23.62,0.26,6.99,18.89,4.00,0.24,27.00,32.09,8.00,19.74,0.05,0.00,17.00,0.00,78.26
33,23.35,90.28,0.54,7.74,18.72,5.00,0.35,53.00,43.60,10.96,95.30,0.08,3.00,48.00,0.00,94.40
34,2.92,14.42,0.56,9.26,19.62,8.00,0.75,17.00,44.14,9.87,18.13,0.14,0.00,0.00,0.00,80.16
35,19.19,77.26,0.50,7.63,21.62,4.00,0.58,41.00,45.14,9.95,81.07,0.13,0.00,27.00,0.00,94.05
36,3.32,15.36,0.43,6.57,21.05,5.00,0.48,14.00,48.90,9.75,18.19,0.10,0.00,0.00,0.00,84.13
37,3.44,14.49,0.43,6.74,17.86,5.00,0.47,15.00,39.33,9.22,18.10,0.08,4.00,3.00,0.00,85.16
38,2.76,12.72,0.44,8.61,18.71,5.00,0.29,11.00,43.73,9.64,15.57,0.06,0.00,4.00,0.00,83.78
39,4.14,19.83,0.16,3.35,16.54,3.00,0.49,16.00,34.41,6.05,21.90,0.07,0.00,3.00,0.00,88.26
40,6.09,26.87,0.27,4.56,20.14,4.00,0.30,24.00,44.49,7.93,27.60,0.05,0.00,11.00,0.00,92.48
41,5.21,22.34,0.20,4.61,19.92,4.00,0.34,18.00,40.59,6.91,24.47,0.07,0.00,16.00,0.00,88.47
42,13.45,49.78,0.12,3.85,22.01,4.00,0.39,39.00,38.26,6.78,52.34,0.08,0.00,22.00,0.00,92.74
43,11.21,44.59,0.51,6.66,19.75,5.00,0.29,28.00,50.64,9.97,47.90,0.08,0.00,14.00,0.00,90.89
44,4.50,19.45,0.32,5.54,19.18,4.00,0.50,19.00,41.85,7.77,24.40,0.09,0.00,14.00,0.00,87.78
45,7.12,30.90,0.18,4.38,17.74,3.00,0.29,22.00,36.54,6.78,32.23,0.07,0.00,2.00,0.00,93.28
46,4.48,21.58,0.25,4.22,19.09,5.00,0.69,18.00,35.99,6.73,26.81,0.15,0.00,0.00,1.00,87.01
47,9.75,42.60,0.48,8.10,21.33,6.00,0.50,23.00,48.13,8.67,46.13,0.09,1.00,17.00,0.00,97.69
48,16.55,64.23,0.46,7.68,19.16,7.00,0.50,40.00,40.76,9.38,66.79,0.11,0.00,11.00,0.00,97.43
49,13.97,57.31,0.16,4.74,23.81,3.00,0.50,37.00,32.12,7.84,67.35,0.10,1.00,6.00,0.00,99.08
50,3.27,15.23,0.33,8.14,18.19,7.00,0.37,12.00,34.77,7.62,18.01,0.09,0.00,0.00,0.00,82.16
51,3.28,16.44,0.46,6.15,20.29,6.00,0.36,14.00,46.56,9.12,16.98,0.09,0.00,7.00,0.00,81.94
52,11.23,59.17,0.45,7.41,16.09,6.00,0.25,31.00,41.64,8.47,55.39,0.06,0.00,6.00,0.00,85.14
53,4.26,21.29,0.29,5.59,19.91,3.00,0.60,19.00,39.94,7.98,23.51,0.11,2.00,1.00,0.00,84.91
54,6.69,29.38,0.26,5.04,18.02,4.00,0.53,22.00,37.01,7.27,33.52,0.12,0.00,4.00,0.00,91.71
55,6.51,28.93,0.28,6.34,21.54,5.00,0.65,19.00,43.52,7.90,30.10,0.15,0.00,3.00,0.00,88.54
56,6.16,25.70,0.39,5.92,20.50,6.00,0.33,21.00,41.82,7.57,28.52,0.08,0.00,20.00,0.00,90.30
57,2.81,15.93,0.25,5.27,17.65,4.00,0.25,12.00,37.92,7.78,17.64,0.05,0.00,0.00,0.00,81.15
58,2.71,14.19,0.30,5.23,14.39,5.00,0.25,11.00,36.91,6.01,16.39,0.05,0.00,4.00,0.00,83.33
59,13.73,55.49,0.28,5.99,17.95,3.00,0.44,31.00,37.79,7.12,66.35,0.10,0.00,0.00,0.00,96.84
60,17.70,77.68,0.43,9.45,17.72,5.00,0.27,40.00,45.13,10.05,82.75,0.06,0.00,23.00,0.00,99.40
61,5.89,25.02,0.40,6.43,26.51,5.00,0.97,15.00,44.21,8.02,30.28,0.23,2.00,0.00,0.00,93.20
62,5.96,28.62,0.25,4.58,19.51,4.00,0.52,24.00,41.63,6.73,32.46,0.11,0.00,4.00,0.00,84.58
63,17.48,71.27,0.32,5.56,19.21,4.00,0.55,36.00,40.99,7.98,73.79,0.13,1.00,13.00,0.00,99.20
64,8.81,37.24,0.28,6.24,21.37,5.00,0.39,23.00,41.40,8.04,40.07,0.09,0.00,8.00,0.00,95.33
65,3.83,17.19,0.31,5.63,20.46,6.00,0.52,16.00,38.03,7.13,18.64,0.09,0.00,3.00,0.00,85.14
66,12.79,51.23,0.20,5.38,18.25,3.00,0.53,38.00,30.05,6.16,52.36,0.10,0.00,24.00,0.00,95.92
67,4.45,21.01,0.32,4.75,20.96,4.00,0.61,23.00,39.01,8.64,21.23,0.14,0.00,3.00,0.00,86.62
68,11.11,44.49,0.47,9.14,22.10,6.00,0.70,39.00,43.55,8.82,50.98,0.16,0.00,25.00,0.00,96.13
69,7.84,30.58,0.26,5.19,21.59,4.00,0.60,18.00,40.94,7.25,35.45,0.12,0.00,2.00,0.00,92.49
70,11.73,53.28,0.68,10.11,20.13,7.00,0.49,30.00,46.46,10.78,52.73,0.09,0.00,10.00,1.00,90.97
71,7.65,31.16,0.56,8.57,20.37,7.00,0.61,27.00,41.40,9.73,33.45,0.13,0.00,17.00,0.00,88.68
72,3.14,14.27,0.18,4.12,23.66,3.00,0.62,14.00,32.80,7.06,18.75,0.12,0.00,1.00,0.00,84.61
73,13.69,55.47,0.29,7.52,18.00,9.00,0.38,29.00,33.39,7.93,60.92,0.10,0.00,10.00,0.00,98.29
74,7.82,30.47,0.24,5.90,21.76,5.00,0.70,24.00,34.84,8.53,36.40,0.15,0.00,20.00,0.00,94.40
75,10.76,46.65,0.29,5.27,25.81,5.00,1.33,24.00,37.57,9.02,50.96,0.23,0.00,8.00,0.00,94.13
76,6.16,26.15,0.39,5.57,22.30,5.00,0.46,17.00,47.28,8.63,30.82,0.09,0.00,9.00,1.00,97.20
77,9.86,37.52,0.32,7.93,22.47,5.00,0.45,23.00,43.58,9.18,40.85,0.11,0.00,11.00,0.00,98.65
78,2.22,10.21,0.19,4.27,18.08,4.00,0.44,10.00,36.53,6.71,13.84,0.07,0.00,1.00,0.00,83.90
79,10.57,43.02,0.14,5.00,18.44,5.00,0.32,28.00,29.54,5.42,45.41,0.07,0.00,12.00,0.00,90.15
80,1.77,9.72,0.33,6.18,16.27,4.00,0.28,7.00,33.36,8.51,12.74,0.07,0.00,0.00,0.00,78.58
81,5.96,26.01,0.37,6.43,20.98,5.00,0.59,27.00,43.71,8.57,27.34,0.13,0.00,2.00,0.00,92.04
82,4.30,20.37,0.28,4.96,20.99,5.00,0.34,19.00,38.16,7.06,22.80,0.07,0.00,4.00,0.00,83.18
83,6.05,30.07,0.25,5.07,22.22,6.00,0.44,28.00,35.12,8.06,28.69,0.10,0.00,9.00,0.00,85.10
84,8.00,35.97,0.23,5.77,20.37,5.00,0.31,20.00,41.69,8.03,40.66,0.08,0.00,0.00,0.00,93.28
85,3.66,15.87,0.25,5.20,20.86,4.00,0.49,19.00,33.77,7.80,18.89,0.12,0.00,17.00,0.00,85.50
86,3.77,17.39,0.46,8.25,18.06,7.00,0.77,13.00,43.35,10.78,23.51,0.13,0.00,3.00,0.00,89.70
87,3.74,16.12,0.35,6.65,20.95,6.00,0.25,14.00,45.01,8.93,18.93,0.06,0.00,5.00,0.00,88.38
88,3.24,15.55,0.40,6.84,21.40,5.00,0.64,14.00,44.81,8.67,21.06,0.13,0.00,0.00,0.00,87.02
89,13.83,52.40,0.24,5.10,20.84,4.00,0.41,34.00,40.35,7.71,56.80,0.08,0.00,25.00,0.00,98.43
90,9.58,39.12,0.13,3.86,20.79,2.00,0.38,23.00,32.12,7.01,43.90,0.08,0.00,0.00,0.00,92.58
91,15.92,63.05,0.26,5.73,21.23,4.00,0.54,34.00,40.52,7.37,71.86,0.10,0.00,19.00,0.00,96.12
92,3.61,17.69,0.29,5.58,22.82,3.00,0.86,18.00,33.48,8.06,23.00,0.17,0.00,0.00,0.00,80.47
93,5.34,19.73,0.16,4.30,16.31,3.00,0.23,29.00,37.81,6.34,23.73,0.05,0.00,27.00,0.00,89.86
94,5.25,22.85,0.32,4.93,21.02,4.00,0.53,21.00,39.29,7.28,24.16,0.10,0.00,1.00,0.00,88.05
95,10.27,39.34,0.49,7.80,20.23,5.00,0.41,31.00,43.33,9.55,41.53,0.11,0.00,26.00,0.00,93.61
96,11.59,47.91,0.29,6.30,19.52,3.00,0.44,33.00,42.21,7.81,52.09,0.07,0.00,12.00,0.00,94.42
97,3.80,18.33,0.31,5.97,19.26,4.00,0.40,16.00,34.78,7.76,20.53,0.09,0.00,0.00,0.00,86.93
98,7.73,34.75,0.24,6.12,15.77,5.00,0.24,24.00,43.90,8.23,39.28,0.05,0.00,0.00,0.00,92.87
99,2.94,12.37,0.18,3.29,19.26,3.00,0.22,12.00,39.03,6.33,15.95,0.06,0.00,4.00,0.00,89.28
100,6.83,26.01,0.42,7.26,22.78,6.00,0.74,26.00,42.95,9.59,29.97,0.17,0.00,0.00,0.00,89.98
Average,7.87,33.17,0.32,6.03,20.16,4.69,0.50,23.49,39.99,8.22,36.32,0.10,0.17,9.20,0.04,89.93
Std Dev,5.32,20.30,0.12,1.52,2.19,1.29,0.21,9.26,4.52,1.25,20.79,0.04,0.62,9.90,0.20,5.38
