Simulation #,Avg Queue Length A,Avg Fuel Wait A,Avg Queue Length B,Avg Fuel Wait B,Clerk Utilization,Pump B Max Queue,Avg Invoice Wait,Pump A Max Queue,Pump B Utilization,Avg Stay Time B,Avg Stay Time A,Avg Invoice Queue Length,Final Queue B,Final Queue A,Final Invoice Queue,Pump A Utilization
83,3.60,16.56,0.19,5.02,19.34,4.00,0.48,18.00,36.80,7.30,20.87,0.10,0.00,0.00,0.00,87.92
84,6.95,30.56,0.33,5.10,21.27,4.00,0.53,19.00,36.62,7.41,34.24,0.12,0.00,0.00,0.00,93.24
85,9.48,37.29,0.34,5.99,17.51,5.00,0.46,26.00,44.85,7.80,43.95,0.10,0.00,0.00,0.00,96.67
86,5.81,30.49,0.49,7.39,17.62,5.00,0.45,20.00,51.20,9.02,31.93,0.08,0.00,0.00,0.00,88.88
87,8.89,41.36,0.17,4.38,17.86,4.00,0.27,26.00,37.66,6.50,44.45,0.06,0.00,0.00,0.00,95.50
88,6.81,27.53,0.27,5.77,12.87,5.00,0.08,20.00,35.70,7.43,33.07,0.02,0.00,0.00,0.00,99.03
89,3.30,15.27,0.18,4.90,21.12,3.00,0.54,12.00,35.43,7.28,19.23,0.14,0.00,0.00,0.00,89.80
90,4.76,20.11,0.17,3.48,22.26,3.00,0.45,20.00,38.01,7.00,25.59,0.09,0.00,0.00,0.00,91.61
91,12.06,44.81,0.35,6.71,17.67,6.00,0.35,29.00,32.90,7.04,51.83,0.06,0.00,0.00,0.00,99.77
92,14.34,60.12,0.23,5.87,23.99,4.00,0.81,34.00,37.00,7.16,65.02,0.16,0.00,0.00,0.00,98.19
93,3.43,17.32,0.24,4.71,23.06,3.00,0.78,13.00,39.79,8.02,20.76,0.14,0.00,0.00,0.00,84.27
94,4.38,20.59,0.31,7.64,21.00,6.00,0.53,17.00,31.09,8.60,22.70,0.10,0.00,0.00,0.00,90.38
95,8.60,35.17,0.24,5.16,21.91,3.00,0.62,20.00,44.24,7.58,36.10,0.13,0.00,0.00,0.00,90.11
96,3.76,17.63,0.17,3.99,20.09,3.00,0.33,22.00,33.37,5.99,19.05,0.08,0.00,0.00,0.00,80.46
97,4.84,22.30,0.15,4.75,16.64,3.00,0.25,19.00,32.01,5.52,24.26,0.04,0.00,0.00,0.00,86.80
98,7.48,31.19,0.25,5.66,24.09,4.00,0.83,26.00,40.14,8.20,33.95,0.16,0.00,0.00,0.00,91.88
99,16.53,65.86,0.34,6.03,24.64,5.00,0.39,28.00,41.39,7.93,73.83,0.09,0.00,0.00,0.00,101.82
100,4.19,20.98,0.20,5.25,17.15,4.00,0.33,20.00,33.45,5.94,22.10,0.06,0.00,0.00,0.00,85.96
Average,8.55,36.02,0.30,6.07,20.73,4.71,0.48,24.78,39.62,7.96,39.19,0.10,0.00,0.00,0.00,94.52
Std Dev,5.03,19.19,0.12,1.61,2.55,1.45,0.18,9.02,4.79,1.29,19.80,0.04,0.00,0.00,0.00,6.97
